Tên doanh nghiệp,Tên giao dịch,Mã số thuế,Địa chỉ,Tình trạng hoạt động,Ngày cấp giấy phép,Ngành nghề kinh doanh,Link
CÔNG TY TNHH GIẢI PHÁP TUÂN THỦ TOÀN CẦU VIỆT NAM,"GLOBAL COMPLIANCE SOLUTION VN CO.,LTD",111097741,"Tầng 3 nhà số 4 lô số 20, KĐT Đại Kim, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Giai-Phap-Tuan-Thu-Toan-Cau-Viet-Nam-97741.html
CÔNG TY TNHH NAM LINH HÀ NỘI,,111097325,"số nhà 18 ngõ 4 xóm 5 Thôn Nam Võng Ngoại, Xã Võng Xuyên, Huyện Phúc Thọ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Sản xuất đồ uống không cồn, nước khoáng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Nam-Linh-Ha-Noi-97325.html
CÔNG TY TNHH TMVDV HẰNG THỊNH,,111097903,"Số Nhà 65 Tổ Dân Phố số 2, Thị Trấn Phúc Thọ, Huyện Phúc Thọ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tmvdv-Hang-Thinh-97903.html
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ XUẤT KHẨU HÒA PHÁT,"HOAPHAT PRODUCTION TRADING AND EXPORT CO.,LTD",111097910,"Số nhà 4,TỔ dân phố số 2, Thị Trấn Phúc Thọ, Huyện Phúc Thọ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,May trang phục (trừ trang phục từ da lông thú),https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Thuong-Mai-Va-Xuat-Khau-Hoa-Phat-97910.html
CÔNG TY TNHH THƯƠNG MẠI LINH ĐỊNH,"LINH DINH TRADING CO ., LTD",111097685,"Thôn Văn Trai, Xã Văn Phú, Huyện Thường Tín, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Linh-Dinh-97685.html
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI SƠN ĐÔNG,"SON DONG PRODUCTION COMMERCIAL CO.,LTD",111097678,"Số 52 Đường 4 Xóm Đô Thôn 3,Xã Ba Trại, Huyện Ba Vì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Gia công cơ khí; xử lý và tráng phủ kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Thuong-Mai-Son-Dong-97678.html
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH THUẬT NAM PHONG,"NAM PHONG TRADING AND TRANSLATION CO.,LTD",111097928,"Thôn Chương Lộc, Xã Chương Dương, Huyện Thường Tín, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Va-Dich-Thuat-Nam-Phong-97928.html
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG CƠ KHÍ THANH THÙY,,111097942,"Thôn Gia Vĩnh , Xã Thanh Thùy, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Gia công cơ khí; xử lý và tráng phủ kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Co-Khi-Thanh-Thuy-97942.html
CÔNG TY CỔ PHẦN KINH DOANH THƯƠNG MẠI VÀ DỊCH VỤ SẢN XUẤT ĐỨC THẮNG,"DUC THANG TRADING BUSINESSMENT AND PRODUCTION SERVICES., JSC",111098456,"Đỗi 5+6, Xứ Đồng, thôn Nội Thôn, Xã Vân Tảo, Huyện Thường Tín, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn tổng hợp,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Kinh-Doanh-Thuong-Mai-Va-Dich-Vu-San-Xuat-Duc-Thang-98456.html
CÔNG TY TNHH THƯƠNG MẠI ĐOÀN THÚY,,111097798,"SỐ57,LÔ7, Cụm công nghiệp Làng nghề Duyên Thái, Thôn Hạ Thái, Xã Duyên Thái, Huyện Thường Tín, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Doan-Thuy-97798.html
CÔNG TY TNHH ARITCO VIỆT NAM,"ARITCO VIETNAM CO.,LTD",111097692,"Thôn Vân Lôi, Xã Trạch Mỹ Lộc, Huyện Phúc Thọ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Aritco-Viet-Nam-97692.html
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ THANH HƯƠNG,,111097893,"TDP An Phú, Thị Trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xay-Dung-Thuong-Mai-Dich-Vu-Thanh-Huong-97893.html
CÔNG TY CỔ PHẦN FUSE LAB,FUSE LAB JSC,111097558,"P2-20 Hanoi Garden City, Đường Vũ Đình Tụng, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Fuse-Lab-97558.html
CÔNG TY CỔ PHẦN DOPAMINE CREATIVE,DOPAMINE CREATIVE JSC,111095984,"SỐ57 ngõ 39 Phố Đặng Vũ Hỷ, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Tổ chức giới thiệu và xúc tiến thương mại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dopamine-Creative-95984.html
CÔNG TY TNHH SẢN XUẤT VÀ PHÁT TRIỂN XÂY DỰNG HÀ NỘI 123,"HANOI123 PRODUCTION AND CONSTRUCTION DEVELOPMENT COMPANY LIMITED CO., LTD",111098424,"Số 26 Đường Văn Nội, Tổ 1, Phường Phú Lương, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Hoàn thiện công trình xây dựng,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Phat-Trien-Xay-Dung-Ha-Noi-123-98424.html
CÔNG TY TNHH SẢN XUẤT NGỌC ĐĂNG PLAST,NGOC DANG PLAST,111097847,"Số nhà 27 Đường Trần Phương, Thôn Song Khê, Xã Tam Hưng, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất plastic và cao su tổng hợp dạng nguyên sinh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Ngoc-Dang-Plast-97847.html
CÔNG TY TNHH CHẾ BIẾN THỰC PHẨM VIỆT ĐỨC - FPT,,111097808,"SỐ118 Đường Nguyễn Trực, Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Sản xuất món ăn, thức ăn chế biến sẵn",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Che-Bien-Thuc-Pham-Viet-Duc-Fpt-97808.html
CÔNG TY TNHH THƯƠNG MẠI ORBIT 9,,111098022,"DV06-LK306 khu đất dịch vụ Đào Đất Hàng Bè, Phường Kiến Hưng, quận Hà Đông, Thành phố Hà Nội, Việt Nam, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn tổng hợp,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Orbit-9-98022.html
CÔNG TY TNHH THƯƠNG MẠI & SẢN XUẤT DŨNG TUYÊN,"DUNG TUYEN TRADING & PRODUCTION CO.,LTD",111098079,"Thôn 3, Xã Thạch Xá, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-San-Xuat-Dung-Tuyen-98079.html
CÔNG TY CỔ PHẦN SX VÀ TM HƯNG LOAN,"HƯNG LOAN., JSC",111098093,"Số 3/10 ngõ 61/78 đường Hoàng Xá, Thôn Đình Tổ, Thị Trấn Quốc Oai, Huyện Quốc Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,May trang phục (trừ trang phục từ da lông thú),https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Sx-Va-TM-Hung-Loan-98093.html
CÔNG TY TNHH TUỆ ANH QUÂN,"TUE ANH QUAN CO.,LTD",111097854,"SỐ19 ngách 2, ngõ Chính, thôn Chợ, Xã Bình Minh, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Chế biến, bảo quản thịt và các sản phẩm từ thịt",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tue-Anh-Quan-97854.html
CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI VŨ GROUP,"VU GROUP TRADING SERVICES CO., LTD",111097861,"Thôn Thanh Trì, Xã Đông Sơn, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn đồ uống,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dich-Vu-Thuong-Mai-Vu-Group-97861.html
CÔNG TY TNHH SẢN PHẨM CAO SU VẠN LONG,"VAN LONG RUBBER PRODUCTS CO., LTD",111097815,"Thôn Ninh Sơn, Thị Trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Pham-Cao-Su-Van-Long-97815.html
CÔNG TY TNHH TMDV CÔNG NGHỆ PHÚ KHANG,,111097822,"Thôn Phú Đức, Xã Hòa Phú, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-TMDV-Cong-Nghe-Phu-Khang-97822.html
CÔNG TY TNHH THƯƠNG MẠI DV MINH CƯƠNG,,111098061,"Khu Thùng Nhèm, Thôn An Khoái, Xã Phúc Tiến, Huyện Phú Xuyên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-DV-Minh-Cuong-98061.html
CÔNG TY TNHH VQ CREATIVE,"VQ CREATIVE CO.,LTD",111098382,"66 đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Hoạt động sản xuất phim điện ảnh, phim video và chương trình truyền hình",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Vq-Creative-98382.html
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI LINH ANH KHANG,"LINH ANH KHANG PRATING CO., LTD",111098167,"CL11, Số nhà 33, Khu D, Đất dịch vụ Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất các cấu kiện kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Linh-Anh-Khang-98167.html
CÔNG TY TNHH HẢI AN FOOD,,111098135,"Thôn 3, Xã Vạn Phúc, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Hai-An-Food-98135.html
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN CỌC BÊ TÔNG CHÈM THĂNG LONG,,111098128,"Số 34 ngách 30/3 đường tiếp giáp khu đô thị Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất vật liệu xây dựng từ đất sét,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Xay-Dung-Va-Phat-Trien-Coc-Be-Tong-Chem-Thang-Long-98128.html
CÔNG TY TNHH XNK MINH LINH,"XNK MINH LINH CO.,LTD",111098086,"Số nhà 10, ngõ 50 thôn Đầu Làng, Xã Quang Trung, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-XNK-Minh-Linh-98086.html
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI BẢO THẮNG,,111098047,"Số nhà 20 ngõ 3, phố Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Gia công cơ khí; xử lý và tráng phủ kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Va-Thuong-Mai-Bao-Thang-98047.html
CÔNG TY TNHH ĐẦU TƯ KINH DOANH ANH VY,ANH VYINVESTMENT,111098110,"Số 2, Ngõ 2, Tổ 9 Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Kinh-Doanh-Anh-Vy-98110.html
CÔNG TY TNHH SX VÀ TM GIA HUY,,111098142,"Đội 5, thôn Vĩnh Trung, Xã Đại Áng, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất các cấu kiện kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sx-Va-TM-Gia-Huy-98142.html
CÔNG TY TNHH MONELI,"MONELI CO., LTD",111098209,"Số 36, ngõ 148, đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Moneli-98209.html
CÔNG TY TNHH THÁI LONG TNT,"THAI LONG TNT CO., LTD",111098174,"U4-L10 khu D, khu đô thị mới Dương Nội, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),20/06/2025,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thai-Long-Tnt-98174.html
CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ XÂY DỰNG THÀNH AN,TA.T,111095945,"Số 122 Triệu Việt Vương, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Vận tải hàng hóa bằng đường bộ,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dich-Vu-Van-Tai-Va-Xay-Dung-Thanh-An-95945.html
CÔNG TY TNHH SẢN XUẤT CHẾ BIẾN VÀ KINH DOANH RAU CỦ QUẢ BẢO ANH,"BAO ANH VEGETABLE AND FRUITS CO., LTD",111095952,"860 Đường Bạch Đằng, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Chế biến và bảo quản rau quả,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Che-Bien-Va-Kinh-Doanh-Rau-Cu-Qua-Bao-Anh-95952.html
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ MT VIỆT NAM,"MT VIETNAMINVEST CO., LTD",111097276,"SỐ39 Chính Kinh, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Thuong-Mai-Va-Dich-Vu-Mt-Viet-Nam-97276.html
CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI DQT,,111095920,"Số 37 phố Đồng Nhân, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Phat-Trien-Thuong-Mai-Dqt-95920.html
CÔNG TY TNHH KN BEAUTY KOREA CENTRER,,111095938,"38 Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kn-Beauty-Korea-Centrer-95938.html
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI MEDITRANS VIỆT NAM,"MEDITRANS VIET NAM CO.,LTD",111097445,"Số 4, ngõ 133, phố Thái Hà, Phường Trung Liệt, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Thuong-Mai-Meditrans-Viet-Nam-97445.html
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ VÀ XUẤT NHẬP KHẨU BECA VIỆT NAM,CÔNG TY TNHH TM DV & XNK BECA VIỆT NAM,111096096,"Số 19 ngõ 68 Xuân Thủy, Tổ 9, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Trach-Nhiem-Huu-Han-Thuong-Mai-Dich-Vu-Va-Xuat-Nhap-Khau-Beca-Viet-Nam-96096.html
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ PHÚC KHÁNH,CÔNG TY CP ĐT&DV PHÚC KHÁNH,111097212,"Số 6, ngõ 222, đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Bán mô tô, xe máy",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Tu-Va-Dich-Vu-Phuc-Khanh-97212.html
CÔNG TY TNHH BẤT ĐỘNG SẢN NINE HOME,"NINE HOME REAL ESTATE CO., LTD",111096145,"SỐ12 ngõ 1 phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Bat-Dong-San-Nine-Home-96145.html
CÔNG TY TNHH SUCCESS PARENTING,"SU PA CO., LTD",111097484,"Số 201 Phố Hoàng cầu, Phường Trung Liệt, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Giáo dục mẫu giáo,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Success-Parenting-97484.html
CÔNG TY TNHH HÙNG LIÊN ANH,,111097519,"Số 20 ngõ 91Ô Đồng Lầm, Phường Khâm Thiên, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Hung-Lien-Anh-97519.html
CÔNG TY TNHH SỞ HỮU TRÍ TUỆ GIP,,111096177,"Số 6A đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-So-Huu-Tri-Tue-Gip-96177.html
CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG MC,"MC CONSTRUCT AND DESIGN CONSULTATION ., LTD",111095487,"SB23-447, Dự án khu đô thị Gia Lâm - Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Thiet-Ke-Va-Xay-Dung-Mc-95487.html
CÔNG TY TNHH NHA KHOA DŨNG HÀ,"DUNG HA DENTAL CO.,LTD",111097477,"32 Thái Thịnh, Phường Thịnh Quang, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Nha-Khoa-Dung-Ha-97477.html
CÔNG TY TNHH KINH DOANH TUẤN TRANG,,111097195,"Số 6 Đường cổng Nùi, Xã Phùng Xá, Huyện Thạch Thất, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kinh-Doanh-Tuan-Trang-97195.html
CÔNG TY TNHH ONENINE VĂN LANG MEDIA,,111096219,"Số 223 phố Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,Hoạt động tư vấn quản lý,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Onenine-Van-Lang-Media-96219.html
CÔNG TY CỔ PHẦN ĐẦU TƯ BACHHSTONE,"BACHHSTONE INVEST., JSC",111097205,"SỐ31 ngõ 58, phố Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Tu-Bachhstone-97205.html
CÔNG TY CỔ PHẦN DOWORKS,,111094028,"Căn số 26, 8th Ave, Sunrise 1, KĐT The Manor Central Park, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),19/06/2025,"Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Doworks-94028.html
CÔNG TY TNHH HTV CHIẾN YẾN,"HTV CHIEN YEN CO., LTD",111093320,"Thôn Bái Xuyên, Xã Minh Tân, Huyện Phú Xuyên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),18/06/2025,Sản xuất thực phẩm khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Htv-Chien-Yen-93320.html
CÔNG TY TNHH ĐẦU TƯ XUẤT NHẬP KHẨU THỰC PHẨM HƯNG THỊNH PHÁT,HUNG THINH PHAT FOOD,111094412,"Nhà 205, Đường Vạn Xuân, Xã Hạ Mỗ, Huyện Đan Phượng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),18/06/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Xuat-Nhap-Khau-Thuc-Pham-Hung-Thinh-Phat-94412.html
CÔNG TY TNHH DỊCH VỤ CHĂM SÓC SỨC KHỎE NGỌC LINH,"NGOC LINH HEALTHCARE SERVICES.,CO LTD",111094035,"Thôn Chu Mật, Xã Thái Hòa, Huyện Ba Vì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),18/06/2025,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dich-Vu-Cham-Soc-Suc-Khoe-Ngoc-Linh-94035.html
CÔNG TY TNHH THƯƠNG MẠI THỰC PHẨM LƯU THỦY,"LUUTHUY FOOD TRADING CO., LTD",111093553,"Thôn Cao Sơn, Xã Tiên Phương, Huyện Chương Mỹ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),18/06/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Thuc-Pham-Luu-Thuy-93553.html
